subject,mean_fd,mean_fd_noz,80percentile_fd,80percentile_fd_noz,max_fd,max_fd_noz,percent_suprathreshold,max_trans_x,max_trans_y,max_trans_z,max_rot_x,max_rot_y,max_rot_z
sub-BSCMR085,0.17123760474661412,0.07981569084999904,0.18291823884240926,0.07839114483759535,1.6417103568767224,1.0375498013393427,0.022950819672131147,0.4823351424711148,2.4731210153400127,2.065196627670033,0.698238327335861,0.9234158249323584,1.155088152186313
sub-BSCMR086,0.100684124288212,0.04428760561594747,0.13245558221934706,0.05880060662772909,0.496459082115256,0.2896646657788771,0.0,0.2284667824802539,2.061499227279157,0.3378738814528503,1.4282058258120334,0.18671793381227234,0.12204341529706512
sub-BSCMR087,0.5983406052604615,0.30818104610255326,0.573078717714232,0.30303407562804235,9.88737781241726,5.70857592830316,0.12131147540983607,2.0489997480416235,4.330203591244654,5.555534582290285,3.72335270247483,2.010179889670639,1.657453700235495
sub-BSCMR088,0.09951495467373676,0.0418360563807022,0.12987803659569563,0.056105210663474896,0.5365609406978933,0.1644956214986139,0.0,0.1297181924363002,2.502299045640044,0.3750926279673194,1.1424346336651374,0.16295237909847055,0.1904862773897175
sub-BSCMR089,0.18366929173867202,0.05862071337114218,0.24848276969662145,0.07910820496211668,0.5148940739802448,0.2481589107719068,0.0,0.3371149653973191,2.198835752486332,0.4051150982417084,0.4149933063838107,0.16907886484335322,0.1476733640071698
sub-BSCMR090,0.13886002165495256,0.0555119453483355,0.1715994198771933,0.07175940991319951,0.6241624869903367,0.3631985111600598,0.0,0.0768056892265178,3.2385052330023143,1.416470564567888,0.6703761287270977,0.16318376445011037,0.0712129287252809
sub-BSCMR091,0.263216463191608,0.1252127428716129,0.3239140829250598,0.16686897202347065,4.523452656660481,2.6003085508305195,0.02622950819672131,0.2964178626981066,2.602843713542569,1.028644302170747,1.0708127106399246,1.4489296845080073,0.4774644202305889
sub-BSCMR092,0.09836081284096236,0.04607232774918622,0.12092595673230214,0.06083706098804489,0.728818064570634,0.30029823943742945,0.0,0.162910563088019,2.0168945264470466,0.6808384544071799,0.5183244777609842,0.47011195357464036,0.19359665494558376
sub-BSCMR093,0.10692120314138773,0.03992961155522046,0.14515452037437127,0.0542405593448177,0.277761090994655,0.1501306915332146,0.0,0.1986281137232879,4.340139244281673,0.2464274035554297,0.10043833687414731,0.23680851739644873,0.14948063429612282
sub-BSCMR094,0.10734422640111087,0.03922938107957105,0.12883148701632272,0.051476133067550875,1.1217942796402949,0.17500344034213172,0.0,0.1522336370198473,2.546469399846913,0.538167567187493,0.38103127475777887,0.18907411805336094,0.3133528363265964
sub-BSCMR095,0.21633960191471902,0.14009332764654234,0.229218588542388,0.14740239281250003,7.458362058482072,3.4192139505150787,0.04918032786885246,1.0777211554327977,2.0788766969812684,2.0514515619344,1.39469156505749,0.8035529794214705,1.1970205826472609
sub-BSCMR096,0.21993943824692233,0.09838551133305806,0.2842096678370501,0.1366392060551743,2.246839814675331,0.9214883235713147,0.003278688524590164,0.4845504799440903,2.2069925482825994,1.1191428930706024,1.0644665477825934,0.7199770527523152,0.6211506896697404
sub-BSCMR097,0.17192326282292897,0.06779133989486255,0.2258013904975936,0.08501434960576061,2.1946410609400786,0.9300835658393162,0.013114754098360656,0.1828791577895003,3.688295659304032,1.878802909045838,0.7604310293568277,0.12751911023887608,0.21062821700972922
sub-BSCMR098,0.18754052573945829,0.05411843560809026,0.25748756165741604,0.07644096831454088,0.7587935819509612,0.3684301514579788,0.0,0.2003108519086822,2.031187337364557,0.7613010800959614,0.42971886197150994,0.11302763471136788,0.16832840650856432
sub-BSCMR099,0.1595932779872917,0.07225762180996483,0.2221062265678658,0.09961210845986185,0.9774827919417802,0.6562978917420834,0.003278688524590164,0.4833772712423041,2.1907068450255736,0.776681510031004,0.7292705164911746,0.18965407183760158,0.2988522124611217
sub-BSCMR100,0.11053638976744909,0.04380016655904402,0.14774835856452706,0.05981053990947105,0.340287933678512,0.16419284600668652,0.0,0.1029097822750912,2.054008681932572,0.560663442647467,0.42542734890801126,0.21703885439932494,0.097563957811098
sub-BSCMR101,0.22987965435578714,0.09944538640911176,0.282618497440988,0.12299646630442794,1.095074902923581,0.7159899454673022,0.013114754098360656,0.3646545586468477,3.7355568430296415,1.037277917210055,1.29287008403815,0.4597334650895927,0.20563515121740253
sub-BSCMR102,0.12412830127489959,0.059781621494674655,0.1527270704145823,0.07389664923971023,1.2496861270993511,0.5816469225189627,0.003278688524590164,0.3744798846009871,2.5667175699528286,0.5450951891377684,1.8068408312938626,0.18065313665407148,0.10267493489880053
sub-BSCMR103,0.10935633934973449,0.05635889915335185,0.1396034423337997,0.07429198457197062,1.1357881910396856,0.6550447916376414,0.003278688524590164,0.0491645447911111,2.1208049322180784,0.5560345248772052,0.6961724041130136,0.41681443414680336,0.1664522593445445
sub-BSCMR104,0.10935633934973449,0.05635889915335185,0.1396034423337997,0.07429198457197062,1.1357881910396856,0.6550447916376414,0.003278688524590164,0.0491645447911111,2.1208049322180784,0.5560345248772052,0.6961724041130136,0.41681443414680336,0.1664522593445445
sub-BSCMR105,0.09613582859202002,0.04254146245285924,0.12583288520351402,0.050847460041534655,0.7031478389213017,0.4955198564111174,0.0,0.7629618063190691,3.387808543068232,0.5813258216479795,0.8545641516890967,0.7756398408809447,0.2589448384682309
sub-BSCMR106,0.17713419970844557,0.08627401655681395,0.2448406891248215,0.13407625084104205,0.6321613095902224,0.42550589533522637,0.0,0.2430903671252338,1.9166385996706907,0.9260948330592528,0.9539476658608306,0.12870404185372572,0.3150712232252191
sub-BSCMR107,0.17282953613975108,0.08774358651574227,0.2355746766123892,0.12439119442880002,0.406408816699476,0.42445502115513606,0.0,0.2333581134778484,2.008241972483248,0.2840923614084261,0.2506857027314761,0.19488479731155914,0.45354853700658765
sub-BSCMR108,0.167648072755676,0.07426894699917999,0.2266374824231217,0.10224156350090874,0.7060400445438019,0.34026862648886846,0.0,0.3144880782966055,3.720289703157704,1.1136905156718626,0.767699624645547,0.7643369346008614,0.5882456922335624
sub-BSCMR109,0.14959343216957952,0.06120921203428768,0.21743210019231154,0.0876974960698892,0.5187512795837472,0.2573778292447766,0.0,0.4783965878321652,2.084580097977636,0.277632752883342,0.9402063049560584,0.298876267293585,1.313327009362602
sub-BSCMR110,0.13565015655468962,0.0492330747449437,0.17224411507633805,0.06474623430680908,0.5017783627845821,0.2490318932423383,0.0,0.6359856408326152,1.7814159302467942,0.8201916662245523,0.3884686150813868,0.6621634344070999,0.2608959294209546
sub-BSCMR111,0.26434728094025395,0.13132962375035379,0.3711946235231175,0.18812992352868171,1.211882975060439,0.4664976255682288,0.0,0.3092718093164421,3.0748616878687614,0.6350994620469379,1.322051679107752,0.4550567204932404,0.32103190330873477
sub-BSCMR112,0.2139108919328064,0.10963375386397137,0.2114397156010549,0.10939873129767565,3.350274102941761,1.632117954244713,0.03278688524590164,1.0074378155846233,2.417475352455938,1.6425478281759212,1.3580766837693505,0.8578703692736679,0.39716083421251347
sub-BSCMR113,0.14301928951818552,0.05925353741357762,0.1890765026404738,0.07825863004847494,0.9895892452581148,0.5028068078292696,0.003278688524590164,0.4781096613011613,3.538694389289361,1.192112992409804,0.2964051603581848,0.2573643516261133,0.33752046042975153
sub-BSCMR114,0.2083644143846404,0.10828603890152629,0.2482081652629257,0.12233807356372513,3.5227541312352173,2.5617458472400614,0.022950819672131147,0.9399877341704156,2.879050332818153,0.9319011872288314,1.8346963489036416,0.929679847950186,0.5053161706991005
