ROI	Subj1	Subj2	GroupStr	VideoType	Y	Yz
Default	BSCMR061	BSCMR096	A_A	erotic	-0.3043193501387581	-0.31427294714301096
Default	BSCMR061	BSCMR096	A_A	horror	0.007816022710872164	0.007816181877531893
Default	BSCMR061	BSCMR096	A_A	neutral	0.1206777336014243	0.12126872081604617
Default	BSCMR061	BSCMR097	A_A	erotic	0.13980386964629088	0.14072553031017257
Default	BSCMR061	BSCMR097	A_A	horror	-0.13769233703349132	-0.13857254972753874
Default	BSCMR061	BSCMR097	A_A	neutral	-0.42301315335373646	-0.4513561856513635
Default	BSCMR061	BSCMR098	A_A	erotic	0.026546830289448924	0.02655306908073006
Default	BSCMR061	BSCMR098	A_A	horror	0.028649550899961483	0.028657393248758014
Default	BSCMR061	BSCMR098	A_A	neutral	0.016084823609528627	0.01608621098840341
Default	BSCMR061	BSCMR099	A_A	erotic	-0.19360357722674706	-0.19607838259456836
Default	BSCMR061	BSCMR099	A_A	horror	-0.13776604095676515	-0.13864767879896012
Default	BSCMR061	BSCMR099	A_A	neutral	-0.11099127515660595	-0.11145044338831941
Default	BSCMR061	BSCMR100	A_A	erotic	0.033527825545609305	0.03354039707063396
Default	BSCMR061	BSCMR100	A_A	horror	-0.2567406533416349	-0.26261591409511753
Default	BSCMR061	BSCMR100	A_A	neutral	-0.01528342046051862	-0.015284610609421927
Default	BSCMR061	BSCMR101	A_A	erotic	0.3161739579514204	0.3273903646281547
Default	BSCMR061	BSCMR101	A_A	horror	0.027124002958750257	0.027130657710548275
Default	BSCMR061	BSCMR101	A_A	neutral	0.04574153916426987	0.04577348076984092
Default	BSCMR061	BSCMR102	A_A	erotic	0.04705172504930981	0.04708649329742338
Default	BSCMR061	BSCMR102	A_A	horror	-0.13701719014879032	-0.13788442033779486
Default	BSCMR061	BSCMR102	A_A	neutral	-0.13150768459953774	-0.13227375952610973
Default	BSCMR061	BSCMR104	A_A	erotic	-0.0409309338745069	-0.040953814640745864
Default	BSCMR061	BSCMR104	A_A	horror	0.14269147817857147	0.14367192428388517
Default	BSCMR061	BSCMR104	A_A	neutral	0.18742081209675496	0.1896627388228208
Default	BSCMR061	BSCMR105	A_A	erotic	0.1917531187662086	0.1941565765560762
Default	BSCMR061	BSCMR105	A_A	horror	-0.22107493711309528	-0.22478600054584433
Default	BSCMR061	BSCMR105	A_A	neutral	0.17206256726546668	0.17379138327548171
Default	BSCMR061	BSCMR107	A_A	erotic	0.09403712059379225	0.09431579011671964
Default	BSCMR061	BSCMR107	A_A	horror	0.17492243271149302	0.17674000340740764
Default	BSCMR061	BSCMR107	A_A	neutral	-0.05250905320557062	-0.05255739253173952
Default	BSCMR061	BSCMR109	A_A	erotic	0.20144733571577386	0.2042406513016118
Default	BSCMR061	BSCMR109	A_A	horror	0.16177592951409356	0.163209817559391
Default	BSCMR061	BSCMR109	A_A	neutral	0.03954129741618274	0.039561924563495915
Default	BSCMR061	BSCMR110	A_A	erotic	-0.055147368798130966	-0.055203376352377376
Default	BSCMR061	BSCMR110	A_A	horror	-0.1536290517296234	-0.15485510655697177
Default	BSCMR061	BSCMR110	A_A	neutral	-0.045278207997634004	-0.04530918797546207
Default	BSCMR061	BSCMR111	A_A	erotic	0.17155859860652542	0.17327208551788625
Default	BSCMR061	BSCMR111	A_A	horror	-0.0896297411495882	-0.08987091794080876
Default	BSCMR061	BSCMR111	A_A	neutral	-0.29148917956488324	-0.300192951489827
Default	BSCMR063	BSCMR066	B_B	erotic	-0.08929750536944546	-0.08953600157400218
Default	BSCMR063	BSCMR066	B_B	horror	0.20104180952500875	0.2038180083264633
Default	BSCMR063	BSCMR066	B_B	neutral	0.06383856632449567	0.0639255007648166
Default	BSCMR063	BSCMR069	B_B	erotic	0.026450165975523455	0.02645633684421553
Default	BSCMR063	BSCMR069	B_B	horror	0.1636132506543055	0.1650970946244764
Default	BSCMR063	BSCMR069	B_B	neutral	0.32576921475312565	0.338087822880192
Default	BSCMR063	BSCMR072	B_B	erotic	-0.14591541870423583	-0.1469644293342353
Default	BSCMR063	BSCMR072	B_B	horror	0.14325857198190686	0.14425085247172098
Default	BSCMR063	BSCMR072	B_B	neutral	0.09687487902247317	0.09717964555308982
Default	BSCMR063	BSCMR077	B_B	erotic	-0.27968076134039893	-0.2873357099169286
Default	BSCMR063	BSCMR077	B_B	horror	0.08961890032928396	0.08985998933628235
Default	BSCMR063	BSCMR077	B_B	neutral	0.014121550658572382	0.014122489468942706
Default	BSCMR063	BSCMR082	B_B	erotic	0.42950396382107325	0.45928828166512736
Default	BSCMR063	BSCMR082	B_B	horror	0.06696384621929347	0.0670642085087031
Default	BSCMR063	BSCMR082	B_B	neutral	-0.04462101043872476	-0.04465065985808625
Default	BSCMR063	BSCMR083	B_B	erotic	-0.16561443941441883	-0.16715402219061223
Default	BSCMR063	BSCMR083	B_B	horror	-0.052464208873881396	-0.05251242431952344
Default	BSCMR063	BSCMR083	B_B	neutral	-0.060408571246534405	-0.060482213449832685
Default	BSCMR063	BSCMR085	B_B	erotic	0.3957664573671418	0.41861909599409874
Default	BSCMR063	BSCMR085	B_B	horror	-0.12547924169603183	-0.12614409251551567
Default	BSCMR063	BSCMR085	B_B	neutral	0.320552449484261	0.3322627040497753
Default	BSCMR063	BSCMR086	B_B	erotic	0.008038516256954335	0.008038689407261709
Default	BSCMR063	BSCMR086	B_B	horror	0.07267314526889833	0.07280149053128594
Default	BSCMR063	BSCMR086	B_B	neutral	0.018558399017410507	0.018560530049692478
Default	BSCMR063	BSCMR122	B_B	erotic	-0.03854903863857039	-0.0385681506705588
Default	BSCMR063	BSCMR122	B_B	horror	0.1692900908869335	0.17093571815438693
Default	BSCMR063	BSCMR122	B_B	neutral	-0.23685448652848956	-0.2414390029584048
Default	BSCMR063	BSCMR125	B_B	erotic	-0.0819753997313651	-0.08215976764265921
Default	BSCMR063	BSCMR125	B_B	horror	0.038125742909761846	0.03814423187839355
Default	BSCMR063	BSCMR125	B_B	neutral	0.11404932788356215	0.11454771261557867
Default	BSCMR063	BSCMR126	B_B	erotic	0.13990759443370795	0.14083132439030976
Default	BSCMR063	BSCMR126	B_B	horror	0.15154936327760826	0.1527258405716367
Default	BSCMR063	BSCMR126	B_B	neutral	-0.09186220178918611	-0.09212191613683586
Default	BSCMR063	BSCMR127	B_B	erotic	0.053686834664035926	0.053738504144501285
Default	BSCMR063	BSCMR127	B_B	horror	0.3196589424446258	0.3312671887987973
Default	BSCMR063	BSCMR127	B_B	neutral	-0.13570717982925568	-0.13654958909922077
Default	BSCMR063	BSCMR128	B_B	erotic	-0.07566836362041128	-0.07581327994381899
Default	BSCMR063	BSCMR128	B_B	horror	0.21644106888208434	0.2199192218500838
Default	BSCMR063	BSCMR128	B_B	neutral	0.17315354380148124	0.1749158621438103
Default	BSCMR063	BSCMR129	B_B	erotic	-0.08532506232511193	-0.08553303746660437
Default	BSCMR063	BSCMR129	B_B	horror	0.14788912909680338	0.1489816731213052
Default	BSCMR063	BSCMR129	B_B	neutral	-0.021293429431761615	-0.021296648526467482
Default	BSCMR063	BSCMR130	B_B	erotic	0.06957400450655937	0.06968659030637887
Default	BSCMR063	BSCMR130	B_B	horror	0.07273120202861835	0.07285985578677039
Default	BSCMR063	BSCMR130	B_B	neutral	0.2356660416597999	0.24018029838629654
Default	BSCMR063	BSCMR131	B_B	erotic	-0.1251729752519421	-0.1258329388929373
Default	BSCMR063	BSCMR131	B_B	horror	-0.1273207615038962	-0.12801551248941306
Default	BSCMR063	BSCMR131	B_B	neutral	-0.14730628023117856	-0.1483858440519243
Default	BSCMR063	BSCMR132	B_B	erotic	-0.1327870268578262	-0.13357584010838197
Default	BSCMR063	BSCMR132	B_B	horror	-0.012501385251891838	-0.012502036571103901
Default	BSCMR063	BSCMR132	B_B	neutral	-0.17823012501010807	-0.1801541495028982
Default	BSCMR063	BSCMR135	B_B	erotic	-0.10733811026572128	-0.10775321456972661
Default	BSCMR063	BSCMR135	B_B	horror	0.028083631478638398	0.028091018070839857
Default	BSCMR063	BSCMR135	B_B	neutral	-0.048940166143692225	-0.04897929523849364
Default	BSCMR063	BSCMR136	B_B	erotic	-0.2801417721764169	-0.28783591173603845
Default	BSCMR063	BSCMR136	B_B	horror	0.03845580735132384	0.03847478096858287
Default	BSCMR063	BSCMR136	B_B	neutral	-0.04559216487961315	-0.0456237943195934
Default	BSCMR063	BSCMR137	B_B	erotic	0.004759892146899961	0.004759928095003668
Default	BSCMR063	BSCMR137	B_B	horror	-0.04188231174119142	-0.041906826526702246
Default	BSCMR063	BSCMR137	B_B	neutral	-0.14439267497061717	-0.14540891097313463
Default	BSCMR063	BSCMR138	B_B	erotic	-0.2895456258026262	-0.2980702391223241
Default	BSCMR063	BSCMR138	B_B	horror	-0.11914286317716766	-0.11971145901104156
Default	BSCMR063	BSCMR138	B_B	neutral	-0.005804220449864743	-0.005804285630594874
Default	BSCMR063	BSCMR139	B_B	erotic	0.002946867688016356	0.002946876218289124
Default	BSCMR063	BSCMR139	B_B	horror	-0.044659284157457436	-0.04468900999878852
Default	BSCMR063	BSCMR139	B_B	neutral	-0.2848399753238027	-0.2929415641822297
Default	BSCMR063	BSCMR140	B_B	erotic	-0.09163076173911995	-0.09188851142088816
Default	BSCMR063	BSCMR140	B_B	horror	0.01403697937595333	0.014037901418747445
Default	BSCMR063	BSCMR140	B_B	neutral	-0.0765503998154618	-0.07670045528329889
Default	BSCMR063	BSCMR141	B_B	erotic	-0.02770282798681272	-0.02770991806629482
Default	BSCMR063	BSCMR141	B_B	horror	0.2864948464676053	0.294743483038743
Default	BSCMR063	BSCMR141	B_B	neutral	0.016048446690363413	0.016049824676589355
Default	BSCMR063	BSCMR143	B_B	erotic	0.13099837662686556	0.1317555237074499
Default	BSCMR063	BSCMR143	B_B	horror	0.07972384282638852	0.07989339524638839
Default	BSCMR063	BSCMR143	B_B	neutral	-0.15499535444997783	-0.15625473789608915
Default	BSCMR063	BSCMR144	B_B	erotic	0.2892637102169905	0.2977625532877996
Default	BSCMR063	BSCMR144	B_B	horror	-0.0388169999682374	-0.038836513573643955
Default	BSCMR063	BSCMR144	B_B	neutral	0.2595567527731441	0.2656330824615797
Default	BSCMR063	BSCMR145	B_B	erotic	0.14336350151501476	0.14435798224185958
Default	BSCMR063	BSCMR145	B_B	horror	-0.09963430225752892	-0.09996596969973032
Default	BSCMR063	BSCMR145	B_B	neutral	0.2151660063566283	0.21858187741732826
Default	BSCMR063	BSCMR146	B_B	erotic	0.054419297074523074	0.05447311291959999
Default	BSCMR063	BSCMR146	B_B	horror	0.30233699907594436	0.31208972082913167
Default	BSCMR063	BSCMR146	B_B	neutral	-0.20908586133443813	-0.21221522626090866
Default	BSCMR063	BSCMR148	B_B	erotic	-0.29954329815603664	-0.309017809553515
Default	BSCMR063	BSCMR148	B_B	horror	-0.41274967062205387	-0.4389210104712067
Default	BSCMR063	BSCMR148	B_B	neutral	0.3123889340457723	0.32319050111701064
Default	BSCMR066	BSCMR069	B_B	erotic	0.062192972396170346	0.06227334577140047
Default	BSCMR066	BSCMR069	B_B	horror	-0.3976778392041553	-0.42088749959356053
Default	BSCMR066	BSCMR069	B_B	neutral	-0.07422917734163566	-0.07436596337186888
Default	BSCMR066	BSCMR072	B_B	erotic	0.21504970693302553	0.21845993557501975
Default	BSCMR066	BSCMR072	B_B	horror	-0.07847298797127716	-0.07863466490195631
Default	BSCMR066	BSCMR072	B_B	neutral	0.07269771308315173	0.07282618883089603
Default	BSCMR066	BSCMR077	B_B	erotic	0.1724895593218455	0.17423143567294394
Default	BSCMR066	BSCMR077	B_B	horror	0.047642400005606	0.04767849538841738
Default	BSCMR066	BSCMR077	B_B	neutral	-0.015201742309033867	-0.015202913476683212
Default	BSCMR066	BSCMR082	B_B	erotic	-0.07757338494764641	-0.07772955183352054
Default	BSCMR066	BSCMR082	B_B	horror	-0.04595902103405394	-0.04599142080453365
Default	BSCMR066	BSCMR082	B_B	neutral	0.3662114004640815	0.38404066364954864
Default	BSCMR066	BSCMR083	B_B	erotic	0.12588152141782205	0.1265528284555453
Default	BSCMR066	BSCMR083	B_B	horror	-0.033658917474241275	-0.03367163710575169
Default	BSCMR066	BSCMR083	B_B	neutral	0.08947083210083023	0.0897107242578968
Default	BSCMR066	BSCMR085	B_B	erotic	0.20851813517559595	0.21162161986880196
Default	BSCMR066	BSCMR085	B_B	horror	-0.02828354262616021	-0.02829108813760097
Default	BSCMR066	BSCMR085	B_B	neutral	0.2689139156067443	0.2756927068439489
Default	BSCMR066	BSCMR086	B_B	erotic	-0.07844782453696003	-0.07860934560112687
Default	BSCMR066	BSCMR086	B_B	horror	-0.27995989021646644	-0.28763855108157504
Default	BSCMR066	BSCMR086	B_B	neutral	0.1134581761767386	0.1139488111557567
Default	BSCMR066	BSCMR122	B_B	erotic	0.16742112255438318	0.1690122306153534
Default	BSCMR066	BSCMR122	B_B	horror	0.3287418373224049	0.3414169901747064
Default	BSCMR066	BSCMR122	B_B	neutral	-0.2625861765574209	-0.26888409283109704
Default	BSCMR066	BSCMR125	B_B	erotic	0.44566785223479033	0.47928131172811383
Default	BSCMR066	BSCMR125	B_B	horror	0.07256318557660109	0.07269094790360883
Default	BSCMR066	BSCMR125	B_B	neutral	-0.11157939449920777	-0.11204593760282935
Default	BSCMR066	BSCMR126	B_B	erotic	-0.2530243784783811	-0.25864143068658596
Default	BSCMR066	BSCMR126	B_B	horror	-0.01814509359403175	-0.018147085377798133
Default	BSCMR066	BSCMR126	B_B	neutral	-0.2373922926042153	-0.24200885013429194
Default	BSCMR066	BSCMR127	B_B	erotic	0.4201193198530057	0.44783690831936596
Default	BSCMR066	BSCMR127	B_B	horror	-0.10795979736169065	-0.10838219044632968
Default	BSCMR066	BSCMR127	B_B	neutral	0.3063404664179494	0.31650185769461536
Default	BSCMR066	BSCMR128	B_B	erotic	0.2597641870665299	0.2658555138735653
Default	BSCMR066	BSCMR128	B_B	horror	0.02839884336016842	0.028406481558412494
Default	BSCMR066	BSCMR128	B_B	neutral	0.21634036449472227	0.21981357033659518
Default	BSCMR066	BSCMR129	B_B	erotic	0.07449325224382113	0.07463150662099725
Default	BSCMR066	BSCMR129	B_B	horror	0.07187860343902079	0.07200277633367318
Default	BSCMR066	BSCMR129	B_B	neutral	0.05756354117397402	0.05762724798679025
Default	BSCMR066	BSCMR130	B_B	erotic	0.10091504211994513	0.10125971840216408
Default	BSCMR066	BSCMR130	B_B	horror	-0.039637521971293964	-0.03965830017022898
Default	BSCMR066	BSCMR130	B_B	neutral	-0.1285732279451966	-0.12928882376576722
Default	BSCMR066	BSCMR131	B_B	erotic	-0.09968207814055982	-0.1000142248410053
Default	BSCMR066	BSCMR131	B_B	horror	0.15497691121768895	0.1562358407408776
Default	BSCMR066	BSCMR131	B_B	neutral	0.007463339040033409	0.007463477617549591
Default	BSCMR066	BSCMR132	B_B	erotic	0.45612569941482856	0.49240820099520743
Default	BSCMR066	BSCMR132	B_B	horror	-0.1630013353370081	-0.16446841279883678
Default	BSCMR066	BSCMR132	B_B	neutral	-0.11197368766014525	-0.1124452193939577
Default	BSCMR066	BSCMR135	B_B	erotic	0.04014537527199402	0.04016696293105898
Default	BSCMR066	BSCMR135	B_B	horror	-0.037107283070247146	-0.03712432878525329
Default	BSCMR066	BSCMR135	B_B	neutral	0.2241262805580347	0.22799642693909192
Default	BSCMR066	BSCMR136	B_B	erotic	0.1972801834860425	0.19990100871445368
Default	BSCMR066	BSCMR136	B_B	horror	-0.030174693824806552	-0.03018385697297973
Default	BSCMR066	BSCMR136	B_B	neutral	-0.355622090705835	-0.37186518290931647
Default	BSCMR066	BSCMR137	B_B	erotic	-0.25714579671824417	-0.26304969566059566
Default	BSCMR066	BSCMR137	B_B	horror	-0.0870422004778229	-0.08726302574978925
Default	BSCMR066	BSCMR137	B_B	neutral	-0.10808224941584807	-0.10850608820680839
Default	BSCMR066	BSCMR138	B_B	erotic	0.6605354603950431	0.7937629515887422
Default	BSCMR066	BSCMR138	B_B	horror	0.038026955786653535	0.0380453013248588
Default	BSCMR066	BSCMR138	B_B	neutral	0.060274013342424	0.06034716382015029
Default	BSCMR066	BSCMR139	B_B	erotic	0.29335129478892713	0.3022291850276941
Default	BSCMR066	BSCMR139	B_B	horror	-0.05754674759672162	-0.05761039859433022
Default	BSCMR066	BSCMR139	B_B	neutral	-0.14883626655866025	-0.14995012779249106
Default	BSCMR066	BSCMR140	B_B	erotic	0.17857686117950947	0.18051228432202945
Default	BSCMR066	BSCMR140	B_B	horror	-0.05056630203440346	-0.05060946679307125
Default	BSCMR066	BSCMR140	B_B	neutral	0.22411146630304854	0.2279808292221802
Default	BSCMR066	BSCMR141	B_B	erotic	0.45217936290265753	0.487436393560174
Default	BSCMR066	BSCMR141	B_B	horror	-0.022177896425907336	-0.022181533632680772
Default	BSCMR066	BSCMR141	B_B	neutral	0.31389807430516664	0.3248637152974462
Default	BSCMR066	BSCMR143	B_B	erotic	0.11666918216609032	0.11720290313080468
Default	BSCMR066	BSCMR143	B_B	horror	0.05357290278354968	0.05362424363205239
Default	BSCMR066	BSCMR143	B_B	neutral	0.12164863111585444	0.12225408405402216
Default	BSCMR066	BSCMR144	B_B	erotic	-0.18175760297749496	-0.18379974086404371
Default	BSCMR066	BSCMR144	B_B	horror	0.293249294677269	0.30211758447099407
Default	BSCMR066	BSCMR144	B_B	neutral	-0.10068639887743196	-0.1010287281159091
Default	BSCMR066	BSCMR145	B_B	erotic	0.08927837607286554	0.08951671854664153
Default	BSCMR066	BSCMR145	B_B	horror	-0.2609308225149156	-0.267106974539367
Default	BSCMR066	BSCMR145	B_B	neutral	0.2359982119291306	0.24053203089331568
Default	BSCMR066	BSCMR146	B_B	erotic	0.3674618337401228	0.3854855318495063
Default	BSCMR066	BSCMR146	B_B	horror	-0.017831330252600544	-0.017833220474711538
Default	BSCMR066	BSCMR146	B_B	neutral	-0.019488100306002835	-0.0194905679712402
Default	BSCMR066	BSCMR148	B_B	erotic	-0.17555907903236456	-0.1773968201504741
Default	BSCMR066	BSCMR148	B_B	horror	-0.2259481807937743	-0.22991551374305189
Default	BSCMR066	BSCMR148	B_B	neutral	-0.005554130578734793	-0.005554187691743769
Default	BSCMR068	BSCMR070	A_A	erotic	0.06269583953612227	0.06277818142977686
Default	BSCMR068	BSCMR070	A_A	horror	0.0675236567910829	0.0676265619012178
Default	BSCMR068	BSCMR070	A_A	neutral	-0.04614163075617891	-0.046174418598242985
Default	BSCMR068	BSCMR074	A_A	erotic	-0.12377787069802913	-0.12441587796720646
Default	BSCMR068	BSCMR074	A_A	horror	0.013198532846475186	0.013199299326981488
Default	BSCMR068	BSCMR074	A_A	neutral	0.3332737997105999	0.34650661644949543
Default	BSCMR068	BSCMR078	A_A	erotic	-0.02203858150423503	-0.022042150583940243
Default	BSCMR068	BSCMR078	A_A	horror	0.09851911984685126	0.0988397317972063
Default	BSCMR068	BSCMR078	A_A	neutral	0.10892061249798707	0.10935443859731808
Default	BSCMR068	BSCMR081	A_A	erotic	0.2510375198186914	0.25651980641599603
Default	BSCMR068	BSCMR081	A_A	horror	0.059351728358748405	0.05942156737503705
Default	BSCMR068	BSCMR081	A_A	neutral	0.07778230104750776	0.07793973615425959
Default	BSCMR068	BSCMR088	A_A	erotic	-0.08493838134009066	-0.08514353358221712
Default	BSCMR068	BSCMR088	A_A	horror	0.09181041795240617	0.09206969184518257
Default	BSCMR068	BSCMR088	A_A	neutral	-0.052149722963959345	-0.05219707560700451
Default	BSCMR068	BSCMR089	A_A	erotic	-0.05387552825742279	-0.053927745101930755
Default	BSCMR068	BSCMR089	A_A	horror	0.37472951962668105	0.3939139765174817
Default	BSCMR068	BSCMR089	A_A	neutral	-0.027028276950683074	-0.0270348614725231
Default	BSCMR068	BSCMR090	A_A	erotic	0.031573577801038546	0.03158407588425713
Default	BSCMR068	BSCMR090	A_A	horror	0.35750400814684086	0.3740212130045075
Default	BSCMR068	BSCMR090	A_A	neutral	0.20556934662535872	0.20854076117571585
Default	BSCMR068	BSCMR091	A_A	erotic	0.10371004774930052	0.10408429319271265
Default	BSCMR068	BSCMR091	A_A	horror	0.33889665665891777	0.3528454958266986
Default	BSCMR068	BSCMR091	A_A	neutral	0.24929375498897705	0.25465962557787125
Default	BSCMR068	BSCMR092	A_A	erotic	0.31585563094596597	0.3270367208595521
Default	BSCMR068	BSCMR092	A_A	horror	0.004436389024242866	0.004436418129587116
Default	BSCMR068	BSCMR092	A_A	neutral	0.45530440103960684	0.49137163172663695
Default	BSCMR068	BSCMR093	A_A	erotic	-0.3911963463184876	-0.41321176438932417
Default	BSCMR068	BSCMR093	A_A	horror	0.05788327895687833	0.057948054697881404
Default	BSCMR068	BSCMR093	A_A	neutral	0.4873997844651543	0.5326442644792186
Default	BSCMR068	BSCMR094	A_A	erotic	-0.11036460357230453	-0.11081600010176917
Default	BSCMR068	BSCMR094	A_A	horror	-0.03714387316250375	-0.03716096937955843
Default	BSCMR068	BSCMR094	A_A	neutral	0.09040070045105886	0.09064817519546486
Default	BSCMR068	BSCMR095	A_A	erotic	-0.17170384479918918	-0.17342174012804043
Default	BSCMR068	BSCMR095	A_A	horror	-0.21406112096830401	-0.21742364487703253
Default	BSCMR068	BSCMR095	A_A	neutral	-0.007308246300692012	-0.00730837641713708
Default	BSCMR068	BSCMR096	A_A	erotic	0.14865344213916823	0.14976316685578064
Default	BSCMR068	BSCMR096	A_A	horror	-0.023448999765076656	-0.023453299038086836
Default	BSCMR068	BSCMR096	A_A	neutral	-0.13031273668354984	-0.13105797598529717
Default	BSCMR068	BSCMR097	A_A	erotic	0.10397405431757167	0.10435117762320295
Default	BSCMR068	BSCMR097	A_A	horror	0.23168048846232647	0.23596454469927133
Default	BSCMR068	BSCMR097	A_A	neutral	0.3426487031036705	0.35709050600253384
Default	BSCMR068	BSCMR098	A_A	erotic	0.20494907631576456	0.20789320858063515
Default	BSCMR068	BSCMR098	A_A	horror	-0.00867924273330765	-0.008679460676786266
Default	BSCMR068	BSCMR098	A_A	neutral	0.14592036297481958	0.14696948116863304
Default	BSCMR068	BSCMR099	A_A	erotic	-0.12074544834900144	-0.12133743684470842
Default	BSCMR068	BSCMR099	A_A	horror	0.30348385529934796	0.31335243746713615
Default	BSCMR068	BSCMR099	A_A	neutral	0.2309082919870019	0.2351487030141491
Default	BSCMR068	BSCMR100	A_A	erotic	0.28055045749979163	0.2882794570427356
Default	BSCMR068	BSCMR100	A_A	horror	-0.07465250427877715	-0.07479164922761855
Default	BSCMR068	BSCMR100	A_A	neutral	-0.19153176205403774	-0.1939267801504569
Default	BSCMR068	BSCMR101	A_A	erotic	0.006497238724789367	0.006497330152157435
Default	BSCMR068	BSCMR101	A_A	horror	-0.1277537891336191	-0.12845570011118143
Default	BSCMR068	BSCMR101	A_A	neutral	0.02729144564172296	0.02729822443690233
Default	BSCMR068	BSCMR102	A_A	erotic	-0.08708664660138814	-0.0873078113578484
Default	BSCMR068	BSCMR102	A_A	horror	0.11090320290935708	0.11136127352329567
Default	BSCMR068	BSCMR102	A_A	neutral	0.08828459023505437	0.08851503721954496
Default	BSCMR068	BSCMR104	A_A	erotic	-0.3049467260946911	-0.3149645001396566
Default	BSCMR068	BSCMR104	A_A	horror	-0.03214487981461411	-0.032155958380165814
Default	BSCMR068	BSCMR104	A_A	neutral	-0.17836498815284882	-0.18029344071614942
Default	BSCMR068	BSCMR105	A_A	erotic	-0.009540918666807535	-0.009541208183125737
Default	BSCMR068	BSCMR105	A_A	horror	-0.052806011847491244	-0.05285517687699
Default	BSCMR068	BSCMR105	A_A	neutral	0.09854288515763449	0.09886373009203923
Default	BSCMR068	BSCMR107	A_A	erotic	0.08131930016286829	0.08149926494748373
Default	BSCMR068	BSCMR107	A_A	horror	0.2106177905342792	0.21381772639440233
Default	BSCMR068	BSCMR107	A_A	neutral	0.09275366671788297	0.09302104236115026
Default	BSCMR068	BSCMR109	A_A	erotic	0.07118214971707168	0.07130274078461458
Default	BSCMR068	BSCMR109	A_A	horror	0.336682221618797	0.3503458447935935
Default	BSCMR068	BSCMR109	A_A	neutral	-0.16310223881602381	-0.16457207215366454
Default	BSCMR068	BSCMR110	A_A	erotic	0.04021318251341372	0.040234879815788466
Default	BSCMR068	BSCMR110	A_A	horror	0.3448841510223758	0.3596255332967232
Default	BSCMR068	BSCMR110	A_A	neutral	0.13423535924957294	0.13505045819597242
Default	BSCMR068	BSCMR111	A_A	erotic	0.04438223999465271	0.04441141561484993
Default	BSCMR068	BSCMR111	A_A	horror	0.2038753713066793	0.20677268300413507
Default	BSCMR068	BSCMR111	A_A	neutral	0.08473852469806578	0.08494222803008676
Default	BSCMR069	BSCMR072	B_B	erotic	-0.1797338843342402	-0.1817076756830492
Default	BSCMR069	BSCMR072	B_B	horror	0.1651370824095596	0.16666324277943245
Default	BSCMR069	BSCMR072	B_B	neutral	-0.08811209898096145	-0.0883411936448815
Default	BSCMR069	BSCMR077	B_B	erotic	-0.08719270271697394	-0.08741467895370025
Default	BSCMR069	BSCMR077	B_B	horror	0.009295585380517734	0.009295853131760144
Default	BSCMR069	BSCMR077	B_B	neutral	0.14466938065849488	0.14569152014762446
Default	BSCMR069	BSCMR082	B_B	erotic	-0.12620741286421422	-0.1268839809942188
Default	BSCMR069	BSCMR082	B_B	horror	0.36132997355496677	0.3784147460727884
Default	BSCMR069	BSCMR082	B_B	neutral	0.003068227697508432	0.0030682373256830167
Default	BSCMR069	BSCMR083	B_B	erotic	-0.00867364913181299	-0.008673866654169575
Default	BSCMR069	BSCMR083	B_B	horror	0.023912273678216526	0.02391683289660214
Default	BSCMR069	BSCMR083	B_B	neutral	-0.13739824104375678	-0.13827278252779565
Default	BSCMR069	BSCMR085	B_B	erotic	-0.124948149887752	-0.12560454135730664
Default	BSCMR069	BSCMR085	B_B	horror	0.0031005098055550935	0.0031005197408457696
Default	BSCMR069	BSCMR085	B_B	neutral	-0.10553105847191867	-0.10592545682982893
Default	BSCMR069	BSCMR086	B_B	erotic	0.5110430045061212	0.564140440496252
Default	BSCMR069	BSCMR086	B_B	horror	0.09725435313584598	0.09756272890625269
Default	BSCMR069	BSCMR086	B_B	neutral	0.029709514790617814	0.029718260509348796
Default	BSCMR069	BSCMR122	B_B	erotic	0.40231475791104737	0.4264076421976106
Default	BSCMR069	BSCMR122	B_B	horror	0.09529769333856286	0.09558776234676764
Default	BSCMR069	BSCMR122	B_B	neutral	0.2070723389485312	0.2101105782768318
Default	BSCMR069	BSCMR125	B_B	erotic	-0.05505935507995982	-0.05511509457708782
Default	BSCMR069	BSCMR125	B_B	horror	0.06374519358197864	0.06383174649824781
Default	BSCMR069	BSCMR125	B_B	neutral	-0.10156696232538208	-0.10191838984326176
Default	BSCMR069	BSCMR126	B_B	erotic	0.2143390370568629	0.2177149254060582
Default	BSCMR069	BSCMR126	B_B	horror	-0.24637053819282098	-0.2515451100312923
Default	BSCMR069	BSCMR126	B_B	neutral	0.3797535390065083	0.3997716252485618
Default	BSCMR069	BSCMR127	B_B	erotic	0.06005308899154227	0.06012543689384424
Default	BSCMR069	BSCMR127	B_B	horror	0.273903730484976	0.28107932991843276
Default	BSCMR069	BSCMR127	B_B	neutral	-0.09975595325649236	-0.10008884194061368
Default	BSCMR069	BSCMR128	B_B	erotic	-0.03909716401734337	-0.03911710346303102
Default	BSCMR069	BSCMR128	B_B	horror	0.12027836644351161	0.12086347147422566
Default	BSCMR069	BSCMR128	B_B	neutral	-0.03173914778822923	-0.031749811960143606
Default	BSCMR069	BSCMR129	B_B	erotic	0.2572793906417364	0.26319275408943865
Default	BSCMR069	BSCMR129	B_B	horror	0.16726177685267773	0.1688482941747559
Default	BSCMR069	BSCMR129	B_B	neutral	-0.017380820538112917	-0.017382571063040975
