ROI	Subj1	Subj2	GroupStr	VideoType	Y	Yz
Frontoparietal	BSCMR061	BSCMR098	A_A	erotic	-0.10784782770669629	-0.10826890174448682
Frontoparietal	BSCMR061	BSCMR098	A_A	horror	-0.006080597947422577	-0.006080672889761924
Frontoparietal	BSCMR061	BSCMR098	A_A	neutral	-0.14126958998444328	-0.1422207830348268
Frontoparietal	BSCMR061	BSCMR099	A_A	erotic	0.04331543891093171	0.043342559316826484
Frontoparietal	BSCMR061	BSCMR099	A_A	horror	-0.11142886712154723	-0.1118935151301711
Frontoparietal	BSCMR061	BSCMR099	A_A	neutral	-0.2275465907967616	-0.23160055977444433
Frontoparietal	BSCMR061	BSCMR100	A_A	erotic	0.1534969641959016	0.15471982896123232
Frontoparietal	BSCMR061	BSCMR100	A_A	horror	0.1748957298035049	0.1767124577912393
Frontoparietal	BSCMR061	BSCMR100	A_A	neutral	0.43099160821439036	0.4611138664679585
Frontoparietal	BSCMR061	BSCMR101	A_A	erotic	0.23935759150311145	0.24409255120503234
Frontoparietal	BSCMR061	BSCMR101	A_A	horror	-0.004589143967959224	-0.004589176184527713
Frontoparietal	BSCMR061	BSCMR101	A_A	neutral	0.07654271278483593	0.07669272294600699
Frontoparietal	BSCMR061	BSCMR102	A_A	erotic	-0.2486651726142011	-0.2539895016762669
Frontoparietal	BSCMR061	BSCMR102	A_A	horror	-0.14023160029337653	-0.14116181429722063
Frontoparietal	BSCMR061	BSCMR102	A_A	neutral	-0.030175046618374116	-0.030184210088066626
Frontoparietal	BSCMR061	BSCMR104	A_A	erotic	-0.3274924719284973	-0.3400168883323253
Frontoparietal	BSCMR061	BSCMR104	A_A	horror	0.1661291419965374	0.16768328667825885
Frontoparietal	BSCMR061	BSCMR104	A_A	neutral	0.3475371936060129	0.362639884229518
Frontoparietal	BSCMR061	BSCMR105	A_A	erotic	0.022351382357053952	0.02235510560634997
Frontoparietal	BSCMR061	BSCMR105	A_A	horror	0.03061367881547356	0.030623247882934933
Frontoparietal	BSCMR061	BSCMR105	A_A	neutral	0.07252526746753131	0.07265282918851418
Frontoparietal	BSCMR061	BSCMR107	A_A	erotic	-0.2186393521047687	-0.22222670492297572
Frontoparietal	BSCMR061	BSCMR107	A_A	horror	-0.0960628751925133	-0.09636001398483288
Frontoparietal	BSCMR061	BSCMR107	A_A	neutral	-0.1764399818196033	-0.17830588195212377
Frontoparietal	BSCMR061	BSCMR109	A_A	erotic	0.3018692603689901	0.3115750059895513
Frontoparietal	BSCMR061	BSCMR109	A_A	horror	-0.16355905897096673	-0.1650414128735212
Frontoparietal	BSCMR061	BSCMR109	A_A	neutral	-0.01212035574111288	-0.012120949299064945
Frontoparietal	BSCMR061	BSCMR110	A_A	erotic	-0.08517616007061764	-0.08538304511742198
Frontoparietal	BSCMR061	BSCMR110	A_A	horror	-0.10152831700700311	-0.10187934186512917
Frontoparietal	BSCMR061	BSCMR110	A_A	neutral	0.09333949850800782	0.09361199039982548
Frontoparietal	BSCMR061	BSCMR111	A_A	erotic	0.06268934749832057	0.06277166377523807
Frontoparietal	BSCMR061	BSCMR111	A_A	horror	-0.12234749596458065	-0.1229635076591084
Frontoparietal	BSCMR061	BSCMR111	A_A	neutral	0.006779075316822988	0.0067791791657700745
Frontoparietal	BSCMR063	BSCMR066	B_B	erotic	-0.19827861443251624	-0.20094008498639543
Frontoparietal	BSCMR063	BSCMR066	B_B	horror	0.07045596130773026	0.07057289190326863
Frontoparietal	BSCMR063	BSCMR066	B_B	neutral	-0.34605144973013663	-0.36095102729584205
Frontoparietal	BSCMR063	BSCMR069	B_B	erotic	-0.16954723413828077	-0.17120046021485885
Frontoparietal	BSCMR063	BSCMR069	B_B	horror	0.09873215250217442	0.09905485697948892
Frontoparietal	BSCMR063	BSCMR069	B_B	neutral	0.021638960730532793	0.021642339122057416
Frontoparietal	BSCMR063	BSCMR072	B_B	erotic	0.04249025180610476	0.04251585047969883
Frontoparietal	BSCMR063	BSCMR072	B_B	horror	-0.04045625569605179	-0.040478349097266615
Frontoparietal	BSCMR063	BSCMR072	B_B	neutral	0.3256781311879668	0.33798592876605027
Frontoparietal	BSCMR063	BSCMR077	B_B	erotic	0.20211009313465383	0.2049315379582075
Frontoparietal	BSCMR063	BSCMR077	B_B	horror	0.2906161912493423	0.2992391663646281
Frontoparietal	BSCMR063	BSCMR077	B_B	neutral	0.06348997712025913	0.06357549292638497
Frontoparietal	BSCMR063	BSCMR082	B_B	erotic	0.2553373012066311	0.2611141093990751
Frontoparietal	BSCMR063	BSCMR082	B_B	horror	-0.037483529359457986	-0.037501099146659805
Frontoparietal	BSCMR063	BSCMR082	B_B	neutral	-0.2431647124667286	-0.24813497541583196
Frontoparietal	BSCMR063	BSCMR083	B_B	erotic	0.13845432816983322	0.1393493500155316
Frontoparietal	BSCMR063	BSCMR083	B_B	horror	0.1239555016286411	0.1245962767488814
Frontoparietal	BSCMR063	BSCMR083	B_B	neutral	0.12933171995527448	0.13006014186385048
Frontoparietal	BSCMR063	BSCMR085	B_B	erotic	0.07096468858559385	0.07108417558525407
Frontoparietal	BSCMR063	BSCMR085	B_B	horror	0.1248196139207279	0.12547396898547475
Frontoparietal	BSCMR063	BSCMR085	B_B	neutral	-0.006702952314171522	-0.006703052703798937
Frontoparietal	BSCMR063	BSCMR086	B_B	erotic	-0.25204478878452125	-0.2575951133410943
Frontoparietal	BSCMR063	BSCMR086	B_B	horror	0.16755560900957545	0.16915059861880982
Frontoparietal	BSCMR063	BSCMR086	B_B	neutral	0.18081656827517703	0.18282672800534577
Frontoparietal	BSCMR063	BSCMR122	B_B	erotic	0.10908219321810603	0.10951796219164373
Frontoparietal	BSCMR063	BSCMR122	B_B	horror	0.16569471972210437	0.16723656766500788
Frontoparietal	BSCMR063	BSCMR122	B_B	neutral	-0.0503747368512533	-0.05041741239427928
Frontoparietal	BSCMR063	BSCMR125	B_B	erotic	-0.005284939509234127	-0.005284988713877198
Frontoparietal	BSCMR063	BSCMR125	B_B	horror	-0.1724661930530059	-0.1742073529771922
Frontoparietal	BSCMR063	BSCMR125	B_B	neutral	0.04947028794358309	0.04951070367280257
Frontoparietal	BSCMR063	BSCMR126	B_B	erotic	-0.12495372232411488	-0.12561020217451663
Frontoparietal	BSCMR063	BSCMR126	B_B	horror	0.3274762804620836	0.3399987517944702
Frontoparietal	BSCMR063	BSCMR126	B_B	neutral	0.19747741957084952	0.20010624029214316
Frontoparietal	BSCMR063	BSCMR127	B_B	erotic	0.10310896493425531	0.10347671318598307
Frontoparietal	BSCMR063	BSCMR127	B_B	horror	0.27136426078601733	0.2783359443552058
Frontoparietal	BSCMR063	BSCMR127	B_B	neutral	-0.16017328418341492	-0.1615645379993324
Frontoparietal	BSCMR063	BSCMR128	B_B	erotic	0.008571439075730327	0.008571648998292346
Frontoparietal	BSCMR063	BSCMR128	B_B	horror	0.3710061434503197	0.3895893354553363
Frontoparietal	BSCMR063	BSCMR128	B_B	neutral	-0.17657065181097048	-0.17844075375702795
Frontoparietal	BSCMR063	BSCMR129	B_B	erotic	-0.16801238334660784	-0.16962060431594939
Frontoparietal	BSCMR063	BSCMR129	B_B	horror	0.21449078199252702	0.2178739828078573
Frontoparietal	BSCMR063	BSCMR129	B_B	neutral	0.027503803288808384	0.027510741606514913
Frontoparietal	BSCMR063	BSCMR130	B_B	erotic	-0.2137926805130977	-0.21714233012947975
Frontoparietal	BSCMR063	BSCMR130	B_B	horror	0.13288506399466382	0.13367563822447642
Frontoparietal	BSCMR063	BSCMR130	B_B	neutral	0.052701931771825535	0.05275080633995095
Frontoparietal	BSCMR063	BSCMR131	B_B	erotic	0.26575225029388044	0.27228769168021044
Frontoparietal	BSCMR063	BSCMR131	B_B	horror	-0.08250051272309519	-0.08268845621071322
Frontoparietal	BSCMR063	BSCMR131	B_B	neutral	0.11522003089044636	0.11573400496306473
Frontoparietal	BSCMR063	BSCMR132	B_B	erotic	0.5309280234505384	0.5914365784948488
Frontoparietal	BSCMR063	BSCMR132	B_B	horror	0.09597321093499543	0.09626951537855576
Frontoparietal	BSCMR063	BSCMR132	B_B	neutral	0.053998028754123066	0.054050603014085194
Frontoparietal	BSCMR063	BSCMR135	B_B	erotic	0.20451922393812094	0.20744455019768887
Frontoparietal	BSCMR063	BSCMR135	B_B	horror	0.11016824005119133	0.11061721967159381
Frontoparietal	BSCMR063	BSCMR135	B_B	neutral	0.01665899217602313	0.0166605335117391
Frontoparietal	BSCMR063	BSCMR136	B_B	erotic	-0.29770911480840684	-0.30700404248339447
Frontoparietal	BSCMR063	BSCMR136	B_B	horror	0.0423399168603861	0.04236524458776418
Frontoparietal	BSCMR063	BSCMR136	B_B	neutral	-0.01907460315169102	-0.019076917027797582
Frontoparietal	BSCMR063	BSCMR137	B_B	erotic	0.04524155268224055	0.04527245741910771
Frontoparietal	BSCMR063	BSCMR137	B_B	horror	-0.026243472018053635	-0.026249499308724465
Frontoparietal	BSCMR063	BSCMR137	B_B	neutral	0.12142455151574061	0.12202664491687444
Frontoparietal	BSCMR063	BSCMR138	B_B	erotic	-0.052257918388908045	-0.052305566696196036
Frontoparietal	BSCMR063	BSCMR138	B_B	horror	0.07944974285263282	0.07961754803876121
Frontoparietal	BSCMR063	BSCMR138	B_B	neutral	-0.2553070396142915	-0.2610817375018274
Frontoparietal	BSCMR063	BSCMR139	B_B	erotic	-0.1331505234221981	-0.13394587922595758
Frontoparietal	BSCMR063	BSCMR139	B_B	horror	-0.3436499475842274	-0.358225384191616
Frontoparietal	BSCMR063	BSCMR139	B_B	neutral	-0.25401255271478074	-0.2596974789576848
Frontoparietal	BSCMR063	BSCMR140	B_B	erotic	-0.007888927591227038	-0.007889091253610793
Frontoparietal	BSCMR063	BSCMR140	B_B	horror	0.013979148685445121	0.013980059378119058
Frontoparietal	BSCMR063	BSCMR140	B_B	neutral	-0.2607737057830766	-0.266938386412831
Frontoparietal	BSCMR063	BSCMR141	B_B	erotic	0.12490142097486862	0.12555707162213742
Frontoparietal	BSCMR063	BSCMR141	B_B	horror	-0.029867162744300336	-0.029876048475742274
Frontoparietal	BSCMR063	BSCMR141	B_B	neutral	0.013760288792644607	0.013761157374463123
Frontoparietal	BSCMR063	BSCMR143	B_B	erotic	-0.17300126008354944	-0.17475887577531107
Frontoparietal	BSCMR063	BSCMR143	B_B	horror	-0.24422645163743928	-0.2492637498526672
Frontoparietal	BSCMR063	BSCMR143	B_B	neutral	0.12579553079744357	0.12646545423508854
Frontoparietal	BSCMR063	BSCMR144	B_B	erotic	0.3959855660653538	0.41887892444103025
Frontoparietal	BSCMR063	BSCMR144	B_B	horror	0.11343954615530563	0.11392993822758148
Frontoparietal	BSCMR063	BSCMR144	B_B	neutral	-0.1683234541207662	-0.16994072834420976
Frontoparietal	BSCMR063	BSCMR145	B_B	erotic	0.16505187681325945	0.16657564973053535
Frontoparietal	BSCMR063	BSCMR145	B_B	horror	-0.029721472037840653	-0.02973022832427861
Frontoparietal	BSCMR063	BSCMR145	B_B	neutral	0.16458346710996063	0.16609416042548344
Frontoparietal	BSCMR063	BSCMR146	B_B	erotic	0.025953970561721638	0.02595980052399101
Frontoparietal	BSCMR063	BSCMR146	B_B	horror	0.33541325143760015	0.34891532890863336
Frontoparietal	BSCMR063	BSCMR146	B_B	neutral	-0.0940479554333132	-0.09432672163457317
Frontoparietal	BSCMR063	BSCMR148	B_B	erotic	0.12010720532127747	0.12068980146143336
Frontoparietal	BSCMR063	BSCMR148	B_B	horror	-0.46612667078865627	-0.5051103424147622
Frontoparietal	BSCMR063	BSCMR148	B_B	neutral	-0.20570926622610033	-0.20868685888727245
Frontoparietal	BSCMR066	BSCMR069	B_B	erotic	-0.29353160979007037	-0.30242648950061995
Frontoparietal	BSCMR066	BSCMR069	B_B	horror	-0.1659562589124579	-0.16750550203948308
Frontoparietal	BSCMR066	BSCMR069	B_B	neutral	-0.022913642418519526	-0.022917653837093405
Frontoparietal	BSCMR066	BSCMR072	B_B	erotic	-0.08759355320911608	-0.08781861453316332
Frontoparietal	BSCMR066	BSCMR072	B_B	horror	0.09710833538577263	0.09741531898511478
Frontoparietal	BSCMR066	BSCMR072	B_B	neutral	0.07661522896252292	0.07676566689173639
Frontoparietal	BSCMR066	BSCMR077	B_B	erotic	-0.13168536671436162	-0.13245457290342458
Frontoparietal	BSCMR066	BSCMR077	B_B	horror	-0.1255571210579374	-0.1262232184925024
Frontoparietal	BSCMR066	BSCMR077	B_B	neutral	-0.15774406327695692	-0.1590723433139444
Frontoparietal	BSCMR066	BSCMR082	B_B	erotic	-0.09307203544691169	-0.09334218343900731
Frontoparietal	BSCMR066	BSCMR082	B_B	horror	-0.005613049414249364	-0.005613108364214393
Frontoparietal	BSCMR066	BSCMR082	B_B	neutral	0.015302425395379838	0.015303619990073944
Frontoparietal	BSCMR066	BSCMR083	B_B	erotic	-0.13105615535698145	-0.13181431171865052
Frontoparietal	BSCMR066	BSCMR083	B_B	horror	-0.23650634880000887	-0.24107020610318314
Frontoparietal	BSCMR066	BSCMR083	B_B	neutral	0.1428095187574504	0.14379242029506256
Frontoparietal	BSCMR066	BSCMR085	B_B	erotic	0.014449285509859725	0.014450291218708701
Frontoparietal	BSCMR066	BSCMR085	B_B	horror	-0.027739350697418445	-0.027746468864687082
Frontoparietal	BSCMR066	BSCMR085	B_B	neutral	0.23398623527229717	0.2384024553225164
Frontoparietal	BSCMR066	BSCMR086	B_B	erotic	0.15652284396344793	0.15782020743954273
Frontoparietal	BSCMR066	BSCMR086	B_B	horror	-0.12215770124524987	-0.1227708332862002
Frontoparietal	BSCMR066	BSCMR086	B_B	neutral	0.046525940319921834	0.04655955498514266
Frontoparietal	BSCMR066	BSCMR122	B_B	erotic	0.02647118000685284	0.026477365599190505
Frontoparietal	BSCMR066	BSCMR122	B_B	horror	0.04457722226673382	0.044606784414268706
Frontoparietal	BSCMR066	BSCMR122	B_B	neutral	-0.27649209492610394	-0.283879785861065
Frontoparietal	BSCMR066	BSCMR125	B_B	erotic	0.24400139390992753	0.24902443071161842
Frontoparietal	BSCMR066	BSCMR125	B_B	horror	0.021542640340895786	0.02154597381043502
Frontoparietal	BSCMR066	BSCMR125	B_B	neutral	0.2679796729678919	0.27468591067047765
Frontoparietal	BSCMR066	BSCMR126	B_B	erotic	0.043668246155275016	0.04369603517872561
Frontoparietal	BSCMR066	BSCMR126	B_B	horror	0.13832196156401305	0.1392143989235334
Frontoparietal	BSCMR066	BSCMR126	B_B	neutral	-0.25007155689379995	-0.2554891406930242
Frontoparietal	BSCMR066	BSCMR127	B_B	erotic	-0.1625950966266528	-0.16405111431219285
Frontoparietal	BSCMR066	BSCMR127	B_B	horror	-0.24040101669347844	-0.24519968319872215
Frontoparietal	BSCMR066	BSCMR127	B_B	neutral	0.24907337636229313	0.25442465718706725
Frontoparietal	BSCMR066	BSCMR128	B_B	erotic	0.27025272386982746	0.27713643885418954
Frontoparietal	BSCMR066	BSCMR128	B_B	horror	0.08575037129192625	0.08596148123501486
Frontoparietal	BSCMR066	BSCMR128	B_B	neutral	-0.05878782858602162	-0.058855693116727684
Frontoparietal	BSCMR066	BSCMR129	B_B	erotic	0.08864763815271338	0.0888809488585442
Frontoparietal	BSCMR066	BSCMR129	B_B	horror	-0.13688112238100547	-0.13774575183205334
Frontoparietal	BSCMR066	BSCMR129	B_B	neutral	-0.02915969002117529	-0.029167958947022163
Frontoparietal	BSCMR066	BSCMR130	B_B	erotic	0.047265257001123474	0.047300501187184686
Frontoparietal	BSCMR066	BSCMR130	B_B	horror	-0.06958635533880518	-0.06969900122486344
Frontoparietal	BSCMR066	BSCMR130	B_B	neutral	-0.21159801817647123	-0.21484367722004968
Frontoparietal	BSCMR066	BSCMR131	B_B	erotic	-0.2794778893289528	-0.2871156359077607
Frontoparietal	BSCMR066	BSCMR131	B_B	horror	-0.07321843076518322	-0.07334969307541822
Frontoparietal	BSCMR066	BSCMR131	B_B	neutral	0.05064876570517708	0.05069214220575052
Frontoparietal	BSCMR066	BSCMR132	B_B	erotic	-0.2178519257516753	-0.2213998966839946
Frontoparietal	BSCMR066	BSCMR132	B_B	horror	0.185694532658532	0.1878742113876065
Frontoparietal	BSCMR066	BSCMR132	B_B	neutral	-0.2563456646515654	-0.2621930980145505
Frontoparietal	BSCMR066	BSCMR135	B_B	erotic	-0.22353364973161685	-0.2273725394172439
Frontoparietal	BSCMR066	BSCMR135	B_B	horror	0.008014340671734387	0.00801451226446312
Frontoparietal	BSCMR066	BSCMR135	B_B	neutral	-0.021721843042924405	-0.02172526041080472
Frontoparietal	BSCMR066	BSCMR136	B_B	erotic	0.040690271753851814	0.04071275102619134
Frontoparietal	BSCMR066	BSCMR136	B_B	horror	-0.05074493007131395	-0.05078855436764579
Frontoparietal	BSCMR066	BSCMR136	B_B	neutral	-0.2320335728220541	-0.23633768840465655
Frontoparietal	BSCMR066	BSCMR137	B_B	erotic	-0.23855152402802143	-0.24323767060512272
Frontoparietal	BSCMR066	BSCMR137	B_B	horror	-0.31773890082081224	-0.32913008246239583
Frontoparietal	BSCMR066	BSCMR137	B_B	neutral	-0.28049813815150687	-0.28822266880779257
Frontoparietal	BSCMR066	BSCMR138	B_B	erotic	-0.05344883235730641	-0.053499816920590984
Frontoparietal	BSCMR066	BSCMR138	B_B	horror	-0.0016834803799522003	-0.0016834819703422932
Frontoparietal	BSCMR066	BSCMR138	B_B	neutral	0.42023699277210297	0.4479798105892179
Frontoparietal	BSCMR066	BSCMR139	B_B	erotic	0.3508643375512043	0.3664290943445362
Frontoparietal	BSCMR066	BSCMR139	B_B	horror	0.0969989292193488	0.09730487247791356
Frontoparietal	BSCMR066	BSCMR139	B_B	neutral	0.12632204564005312	0.1270004709440518
Frontoparietal	BSCMR066	BSCMR140	B_B	erotic	0.2763822530561514	0.2837608556394124
Frontoparietal	BSCMR066	BSCMR140	B_B	horror	-0.2805440351439886	-0.288272486020366
Frontoparietal	BSCMR066	BSCMR140	B_B	neutral	0.3309092720029599	0.3438489912584017
Frontoparietal	BSCMR066	BSCMR141	B_B	erotic	0.0941247873221784	0.09440423973269603
Frontoparietal	BSCMR066	BSCMR141	B_B	horror	-0.05665005869336674	-0.056710776657602976
Frontoparietal	BSCMR066	BSCMR141	B_B	neutral	0.20475563991859705	0.20769129915701678
Frontoparietal	BSCMR066	BSCMR143	B_B	erotic	0.08269475173441306	0.08288402949575056
Frontoparietal	BSCMR066	BSCMR143	B_B	horror	-0.22289817741536969	-0.22670374411786395
Frontoparietal	BSCMR066	BSCMR143	B_B	neutral	0.17896393936140034	0.18091214148713758
Frontoparietal	BSCMR066	BSCMR144	B_B	erotic	-0.2912212691720802	-0.29990018912172534
Frontoparietal	BSCMR066	BSCMR144	B_B	horror	0.02427669431291718	0.02428146522051334
Frontoparietal	BSCMR066	BSCMR144	B_B	neutral	-0.10037710145481939	-0.10071627281976198
Frontoparietal	BSCMR066	BSCMR145	B_B	erotic	-0.10126099153031644	-0.10160923949784494
Frontoparietal	BSCMR066	BSCMR145	B_B	horror	0.05681350172972085	0.05687474743343027
Frontoparietal	BSCMR066	BSCMR145	B_B	neutral	0.10639034440778572	0.10679450015346838
Frontoparietal	BSCMR066	BSCMR146	B_B	erotic	-0.032097869392139176	-0.03210889940304341
Frontoparietal	BSCMR066	BSCMR146	B_B	horror	-0.0015343626960297313	-0.0015343639001322157
Frontoparietal	BSCMR066	BSCMR146	B_B	neutral	-0.20271112177455453	-0.2055582427493387
Frontoparietal	BSCMR066	BSCMR148	B_B	erotic	-0.20995968943674354	-0.2131291766660179
Frontoparietal	BSCMR066	BSCMR148	B_B	horror	-0.04615020408101341	-0.04618301021846624
Frontoparietal	BSCMR066	BSCMR148	B_B	neutral	-0.0007636849046920375	-0.0007636850531561601
Frontoparietal	BSCMR068	BSCMR070	A_A	erotic	0.019587687695973213	0.019590193391235078
Frontoparietal	BSCMR068	BSCMR070	A_A	horror	0.002739014922453468	0.0027390217720327237
Frontoparietal	BSCMR068	BSCMR070	A_A	neutral	-0.0650115430991154	-0.06510336651178919
Frontoparietal	BSCMR068	BSCMR074	A_A	erotic	0.05151433177659037	0.05155997278360702
Frontoparietal	BSCMR068	BSCMR074	A_A	horror	0.03250617489272681	0.03251763138872102
Frontoparietal	BSCMR068	BSCMR074	A_A	neutral	0.13649385668208694	0.13735111290332241
Frontoparietal	BSCMR068	BSCMR078	A_A	erotic	-0.25513949422185583	-0.2609025179409375
Frontoparietal	BSCMR068	BSCMR078	A_A	horror	-0.15573389574768126	-0.1570115472212715
Frontoparietal	BSCMR068	BSCMR078	A_A	neutral	-0.03205207609587821	-0.03206305894593442
Frontoparietal	BSCMR068	BSCMR081	A_A	erotic	0.002666552377416533	0.0026665586976184624
Frontoparietal	BSCMR068	BSCMR081	A_A	horror	-0.07053984290255275	-0.07065719246808781
Frontoparietal	BSCMR068	BSCMR081	A_A	neutral	0.009029263739561092	0.009029509129643398
Frontoparietal	BSCMR068	BSCMR088	A_A	erotic	-0.09733994423312956	-0.09764913801574446
Frontoparietal	BSCMR068	BSCMR088	A_A	horror	-0.28189194639014703	-0.2897361492615651
Frontoparietal	BSCMR068	BSCMR088	A_A	neutral	0.13840480747748363	0.13929886183095175
Frontoparietal	BSCMR068	BSCMR089	A_A	erotic	-0.32603721182496825	-0.3383876673015528
Frontoparietal	BSCMR068	BSCMR089	A_A	horror	-0.0512606351958359	-0.0513056044978929
Frontoparietal	BSCMR068	BSCMR089	A_A	neutral	0.041669161972901665	0.041693304115683893
Frontoparietal	BSCMR068	BSCMR090	A_A	erotic	0.30044772621348037	0.3100116837027661
Frontoparietal	BSCMR068	BSCMR090	A_A	horror	0.1284678784616495	0.12918170494347558
Frontoparietal	BSCMR068	BSCMR090	A_A	neutral	0.041535164762129956	0.04155907458829814
Frontoparietal	BSCMR068	BSCMR091	A_A	erotic	0.07652769822224764	0.07667761991533685
Frontoparietal	BSCMR068	BSCMR091	A_A	horror	-0.07084425702339546	-0.0709631355006273
Frontoparietal	BSCMR068	BSCMR091	A_A	neutral	-0.03562349225653214	-0.035638572872344246
Frontoparietal	BSCMR068	BSCMR092	A_A	erotic	0.16622911474773577	0.16778609863337743
Frontoparietal	BSCMR068	BSCMR092	A_A	horror	-0.2244731555354092	-0.228361677825789
Frontoparietal	BSCMR068	BSCMR092	A_A	neutral	0.18945610699113044	0.19177296674824862
Frontoparietal	BSCMR068	BSCMR093	A_A	erotic	-0.15097539985085015	-0.15213843715613035
Frontoparietal	BSCMR068	BSCMR093	A_A	horror	0.27750702404472233	0.2849790611291885
Frontoparietal	BSCMR068	BSCMR093	A_A	neutral	0.3485280279961159	0.36376727600616515
Frontoparietal	BSCMR068	BSCMR094	A_A	erotic	-0.06027827455528482	-0.06035144057136147
Frontoparietal	BSCMR068	BSCMR094	A_A	horror	-0.1976732758841619	-0.20031005262823942
Frontoparietal	BSCMR068	BSCMR094	A_A	neutral	0.06386224195444715	0.06394927331245315
Frontoparietal	BSCMR068	BSCMR095	A_A	erotic	0.013287348508937933	0.013288130568324064
Frontoparietal	BSCMR068	BSCMR095	A_A	horror	-0.14096595155284408	-0.1419109750139491
Frontoparietal	BSCMR068	BSCMR095	A_A	neutral	-0.25767314582382433	-0.26361446627848795
Frontoparietal	BSCMR068	BSCMR096	A_A	erotic	-0.10182434603823887	-0.10217846323824634
Frontoparietal	BSCMR068	BSCMR096	A_A	horror	0.1764212109598868	0.17828650802556056
Frontoparietal	BSCMR068	BSCMR096	A_A	neutral	0.01618202542856412	0.016183438114510104
Frontoparietal	BSCMR068	BSCMR097	A_A	erotic	-0.20086795477100883	-0.20363683736970323
Frontoparietal	BSCMR068	BSCMR097	A_A	horror	-0.007793945531298481	-0.0077941033529826745
Frontoparietal	BSCMR068	BSCMR097	A_A	neutral	0.2072929688510497	0.21034110339076373
Frontoparietal	BSCMR068	BSCMR098	A_A	erotic	0.1646348545472716	0.16614697904542014
Frontoparietal	BSCMR068	BSCMR098	A_A	horror	0.00897149528236985	0.008971735992417301
Frontoparietal	BSCMR068	BSCMR098	A_A	neutral	0.1427560581805709	0.14373784713935384
Frontoparietal	BSCMR068	BSCMR099	A_A	erotic	-0.19580468195512157	-0.1983662196024415
Frontoparietal	BSCMR068	BSCMR099	A_A	horror	0.1266824971801928	0.12736678454067735
Frontoparietal	BSCMR068	BSCMR099	A_A	neutral	0.31293774627697646	0.32379877747154967
Frontoparietal	BSCMR068	BSCMR100	A_A	erotic	0.22861527054617908	0.232727884092657
Frontoparietal	BSCMR068	BSCMR100	A_A	horror	-0.13969926434784444	-0.1406188413222923
Frontoparietal	BSCMR068	BSCMR100	A_A	neutral	-0.12638301314172287	-0.12706242758107816
Frontoparietal	BSCMR068	BSCMR101	A_A	erotic	-0.07282570482881862	-0.07295486180573547
Frontoparietal	BSCMR068	BSCMR101	A_A	horror	0.028852551360541493	0.028860561653702464
Frontoparietal	BSCMR068	BSCMR101	A_A	neutral	-0.03043001336327636	-0.030439411171047148
Frontoparietal	BSCMR068	BSCMR102	A_A	erotic	-0.0918649607993031	-0.09212469862816784
Frontoparietal	BSCMR068	BSCMR102	A_A	horror	0.07050445385602193	0.07062162653890665
Frontoparietal	BSCMR068	BSCMR102	A_A	neutral	-0.11121197832375648	-0.11167390486918091
Frontoparietal	BSCMR068	BSCMR104	A_A	erotic	-0.11158228073095514	-0.1120488602220136
Frontoparietal	BSCMR068	BSCMR104	A_A	horror	-0.07637972496557852	-0.07652877664416392
Frontoparietal	BSCMR068	BSCMR104	A_A	neutral	-0.3519158793635368	-0.3676287657687947
Frontoparietal	BSCMR068	BSCMR105	A_A	erotic	0.0612719514907078	0.06134880145655771
Frontoparietal	BSCMR068	BSCMR105	A_A	horror	-0.0037935249320502204	-0.0037935431295332625
Frontoparietal	BSCMR068	BSCMR105	A_A	neutral	-0.1832242164295518	-0.18531687980054135
Frontoparietal	BSCMR068	BSCMR107	A_A	erotic	0.06091362049748245	0.06098912804008296
Frontoparietal	BSCMR068	BSCMR107	A_A	horror	-0.02071902954299724	-0.020721995049318157
Frontoparietal	BSCMR068	BSCMR107	A_A	neutral	0.16408667270863203	0.16558357719397576
Frontoparietal	BSCMR068	BSCMR109	A_A	erotic	-0.039574714593358234	-0.0395953941150283
Frontoparietal	BSCMR068	BSCMR109	A_A	horror	0.12424653298284402	0.12489186040770357
Frontoparietal	BSCMR068	BSCMR109	A_A	neutral	-0.18945627945148003	-0.1917731456292916
Frontoparietal	BSCMR068	BSCMR110	A_A	erotic	-0.030616445878363676	-0.03062601754177655
Frontoparietal	BSCMR068	BSCMR110	A_A	horror	0.2501787807354534	0.2556035204284613
Frontoparietal	BSCMR068	BSCMR110	A_A	neutral	-0.10914138413402882	-0.10957786628877014
Frontoparietal	BSCMR068	BSCMR111	A_A	erotic	0.08299752823832605	0.08318889846501754
Frontoparietal	BSCMR068	BSCMR111	A_A	horror	0.02718049504266535	0.027187191473691502
Frontoparietal	BSCMR068	BSCMR111	A_A	neutral	0.026708354519743155	0.026714707917947667
Frontoparietal	BSCMR069	BSCMR072	B_B	erotic	-0.00276179845966162	-0.0027618054815946314
Frontoparietal	BSCMR069	BSCMR072	B_B	horror	0.22981304258958835	0.23399207585556514
Frontoparietal	BSCMR069	BSCMR072	B_B	neutral	-0.2092527433616285	-0.21238974374199127
Frontoparietal	BSCMR069	BSCMR077	B_B	erotic	-0.06736947025940875	-0.0674716707634152
Frontoparietal	BSCMR069	BSCMR077	B_B	horror	-0.021996647690607773	-0.022000196431968017
Frontoparietal	BSCMR069	BSCMR077	B_B	neutral	0.3956124702956175	0.41843652352232863
Frontoparietal	BSCMR069	BSCMR082	B_B	erotic	-0.16192899012130893	-0.1633669956382835
